"LotArea","GrLivArea","TotalBsmtSF","YearBuilt","GarageCars","SalePrice","Neighborhood","BldgType","HouseStyle","ExterQual","CentralAir","MSZoning"
8730,1396,698,1915,1,153575,"BrkSide","1Fam","2Story","TA","Y","RL"
15611,1919,1079,2006,2,233230,"CollgCr","1Fam","2Story","Gd","Y","RL"
5687,1716,780,1912,0,135900,"SWISU","2fmCon","2Story","TA","N","RL"
11409,1716,768,1949,1,131000,"Edwards","1Fam","1.5Fin","TA","Y","RL"
16659,2263,795,1977,2,235000,"NWAmes","1Fam","2Story","TA","Y","RL"
9600,1644,1416,1953,2,167000,"NAmes","1Fam","1Story","TA","Y","RL"
7937,1003,1003,1984,2,142500,"Mitchel","1Fam","SLvl","TA","Y","RL"
13710,1558,910,1950,1,152000,"IDOTRR","1Fam","1.5Fin","TA","Y","RM"
7399,1950,975,1997,2,239000,"Somerst","1Fam","2Story","Gd","Y","FV"
11700,1743,702,1968,2,175000,"NWAmes","1Fam","2Story","Gd","Y","RL"
14000,1152,1092,1950,1,158500,"Crawfor","1Fam","1Story","TA","Y","RL"
15750,1336,1165,1953,1,157000,"Crawfor","2fmCon","1Story","TA","Y","RL"
16226,2452,1028,1998,2,267000,"CollgCr","1Fam","2Story","Gd","Y","RL"
13704,1541,1541,2001,3,205000,"CollgCr","1Fam","1Story","Gd","Y","RL"
9800,894,894,1972,2,149900,"CollgCr","1Fam","1Story","TA","Y","RL"
18386,3493,1470,1880,3,295000,"OldTown","1Fam","2.5Fin","TA","Y","RM"
10386,2000,2000,2004,3,305900,"CollgCr","1Fam","1Story","Gd","Y","RL"
13474,2243,700,1990,3,225000,"SawyerW","1Fam","2Story","Gd","Y","RL"
7920,1406,319,1920,0,89500,"IDOTRR","1Fam","1.5Fin","TA","Y","RM"
12342,861,861,1940,2,82500,"Edwards","1Fam","1Story","TA","Y","RL"
12378,1944,1896,2003,3,360000,"NridgHt","1Fam","1Story","Gd","Y","RL"
7685,1501,697,1993,2,165600,"Gilbert","1Fam","2Story","TA","Y","RL"
8000,972,972,1948,1,132000,"NAmes","1Fam","1Story","TA","Y","RL"
7800,1118,793,1939,2,119900,"OldTown","2fmCon","1.5Fin","TA","Y","RM"
215245,2036,2136,1965,2,375000,"Timber","1Fam","1Story","TA","Y","RL"
9600,1641,728,1925,2,178000,"OldTown","1Fam","2Story","TA","Y","RM"
7795,1432,716,2004,2,188500,"Gilbert","1Fam","2Story","Gd","Y","RL"
13005,2353,845,1980,2,260000,"NWAmes","1Fam","2Story","Gd","Y","RL"
9000,1959,1088,2006,3,270000,"Somerst","1Fam","2Story","Gd","Y","FV"
9900,2646,1347,1993,3,260000,"NoRidge","1Fam","2Story","Gd","Y","RL"
14115,1472,1372,1980,2,187500,"NWAmes","1Fam","SLvl","TA","Y","RL"
16259,2596,1249,2006,3,342643,"NridgHt","1Fam","2Story","TA","Y","RL"
12099,2468,1136,2004,3,354000,"NridgHt","1Fam","2Story","Gd","Y","RL"
10380,2730,1502,1986,2,301000,"SawyerW","1Fam","2Story","Gd","Y","RL"
5820,1163,1162,1955,1,126175,"OldTown","1Fam","1Story","TA","Y","RM"
11275,2978,710,1967,2,242000,"NAmes","1Fam","SLvl","Gd","Y","RL"
5000,803,720,1941,2,87000,"IDOTRR","1Fam","1.5Unf","TA","N","RM"
10846,1719,1719,1993,2,324000,"Veenker","TwnhsE","1Story","Gd","Y","RL"
11600,1383,1383,1960,1,145250,"NAmes","1Fam","1Story","TA","Y","RL"
11888,2134,844,1916,2,214500,"BrkSide","1Fam","2.5Unf","TA","N","RL"
6402,1192,596,1920,1,78000,"IDOTRR","1Fam","2Story","TA","N","RM"
10624,1728,1728,1964,1,119000,"NAmes","Duplex","1Story","TA","Y","RL"
8176,1056,1056,1958,1,139000,"NAmes","1Fam","1Story","TA","Y","RL"
10655,1629,3206,2003,3,284000,"NridgHt","1Fam","1Story","Gd","Y","RL"
8198,1358,1358,2004,2,207000,"NridgHt","TwnhsE","1Story","Gd","Y","RM"
9042,1638,943,1998,2,192000,"Gilbert","1Fam","2Story","TA","Y","RL"
164660,1786,1499,1965,2,228950,"Timber","2fmCon","1.5Fin","TA","Y","RL"
14157,1922,1922,2005,3,377426,"StoneBr","1Fam","1Story","Gd","Y","RL"
9135,1536,1536,2002,2,214000,"CollgCr","1Fam","1Story","Gd","Y","RL"
14145,1621,1208,1984,2,202500,"NWAmes","1Fam","1Story","Gd","Y","RL"
12400,1215,1215,1958,1,155000,"NAmes","1Fam","1Story","TA","Y","RL"
14191,1908,967,2002,2,202900,"Timber","1Fam","2Story","Gd","Y","RL"
8400,841,721,1950,1,82000,"SawyerW","1Fam","1Story","Fa","Y","RH"
8544,1040,0,1949,2,87500,"NAmes","Duplex","1Story","TA","N","RL"
8849,1684,1684,2005,2,266000,"NridgHt","TwnhsE","1Story","Ex","Y","RL"
2592,1112,536,1976,1,85000,"MeadowV","TwnhsE","2Story","TA","Y","RM"
6435,1577,972,1939,1,140200,"BrkSide","1Fam","1.5Fin","TA","Y","RL"
12772,958,958,1960,1,151500,"NAmes","1Fam","1Story","TA","Y","RL"
17600,1478,1478,1960,2,157500,"NAmes","1Fam","1Story","TA","Y","RL"
2448,1626,764,2003,2,154000,"NridgHt","Twnhs","2Story","Gd","Y","RL"
20431,2728,1848,2005,3,437154,"NridgHt","1Fam","2Story","Ex","Y","RL"
7820,1869,1869,2007,2,318061,"NridgHt","TwnhsE","1Story","Ex","Y","RL"
5271,1453,1453,1986,2,190000,"ClearCr","1Fam","1Story","TA","Y","RL"
9084,1111,616,1941,1,95000,"Edwards","1Fam","1.5Fin","TA","N","RL"
8520,720,624,1928,2,105900,"OldTown","1Fam","1Story","TA","Y","RM"
8400,1595,940,1940,1,140000,"SWISU","1Fam","1.5Fin","TA","Y","RL"
11249,1200,1200,1995,2,177500,"CollgCr","1Fam","1Story","Gd","Y","RL"
9248,1167,1158,1992,2,173000,"Gilbert","1Fam","1Story","TA","Y","RL"
4224,1142,1142,1976,2,134000,"MeadowV","TwnhsE","1Story","TA","Y","RM"
6930,1352,1062,1958,1,130000,"ClearCr","1Fam","SLvl","TA","Y","RL"
12011,1924,1086,1998,2,280000,"NoRidge","1Fam","2Story","Gd","Y","RL"
7540,912,888,1978,2,156000,"Mitchel","1Fam","SFoyer","TA","Y","RL"
9144,1505,883,1940,1,145000,"BrkSide","1Fam","1.5Fin","TA","Y","RL"
7301,1922,0,2003,2,198500,"Edwards","1Fam","SFoyer","Gd","Y","RL"
1680,987,483,1972,1,118000,"BrDale","Twnhs","2Story","TA","Y","RM"
18800,1574,796,1976,2,190000,"NWAmes","1Fam","2Story","TA","Y","RL"
10690,1344,672,1920,1,147000,"IDOTRR","1Fam","2Story","TA","Y","RM"
9500,1394,1394,1963,2,159000,"NAmes","1Fam","1Story","TA","Y","RL"
9150,1431,1099,1962,1,165000,"NAmes","1Fam","SLvl","TA","Y","RL"
7800,1268,1268,1954,1,132000,"NAmes","1Fam","1Story","TA","Y","RL"
9830,1287,1063,1959,2,162000,"NAmes","1Fam","1Story","TA","Y","RL"
8121,1664,953,2000,2,172400,"Gilbert","1Fam","2Story","TA","Y","RL"
17120,1588,0,1959,2,134432,"ClearCr","1Fam","1.5Fin","TA","Y","RL"
7175,752,744,1984,1,125000,"SawyerW","TwnhsE","1Story","TA","Y","RL"
10634,1319,608,1953,1,123000,"NAmes","1Fam","1Story","TA","Y","RL"
8200,1928,847,2003,2,219500,"CollgCr","1Fam","2Story","Gd","Y","RL"
10020,904,683,1922,0,61000,"Edwards","1Fam","1Story","Fa","N","RL"
8846,914,870,1996,2,148000,"CollgCr","1Fam","SFoyer","Gd","Y","RL"
11143,2466,1580,2004,2,340000,"Somerst","1Fam","2Story","Gd","Y","FV"
11394,1856,1856,2010,3,394432,"StoneBr","1Fam","1Story","Gd","Y","RL"
8123,1800,982,2000,2,179000,"Gilbert","1Fam","2Story","TA","Y","RL"
5000,1691,1026,1924,1,127000,"SWISU","1Fam","1.5Fin","TA","Y","RL"
7200,1301,1293,2006,2,187750,"Somerst","1Fam","1Story","Gd","Y","FV"
9245,1797,939,2006,2,213500,"CollgCr","1Fam","2Story","Gd","Y","RL"
9000,784,784,1928,2,76000,"SawyerW","1Fam","1.5Unf","TA","N","RH"
53107,1953,1580,1992,2,240000,"ClearCr","1Fam","2Story","Gd","Y","RL"
3182,1269,1256,2004,2,192000,"Blmngtn","TwnhsE","1Story","Gd","Y","RL"
8410,1184,658,1910,0,81000,"Edwards","1Fam","1.5Fin","TA","Y","RL"
7200,1125,1041,1976,1,125000,"Edwards","1Fam","SLvl","TA","Y","RL"
9382,1479,1468,1999,2,191000,"CollgCr","1Fam","1Story","Gd","Y","RL"
12474,2332,1682,2007,3,426000,"NridgHt","1Fam","2Story","Ex","Y","RL"
8405,1367,861,1900,1,119000,"Edwards","1Fam","1.5Fin","TA","Y","RL"
12209,1961,804,2001,2,215000,"Mitchel","1Fam","2Story","TA","Y","RL"
8339,882,0,1959,1,106500,"NAmes","1Fam","1Story","TA","Y","RL"
7446,788,788,1941,0,100000,"BrkSide","1Fam","1Story","TA","Y","RL"
10134,1034,735,1940,1,109000,"OldTown","1Fam","1.5Fin","TA","Y","RL"
9571,1144,1144,1956,1,129000,"Edwards","1Fam","1Story","TA","Y","RL"
7200,894,894,1972,2,123000,"CollgCr","1Fam","1Story","TA","Y","RL"
7590,1812,864,1962,1,169500,"NAmes","1Fam","2Story","TA","Y","RL"
8967,1077,961,1920,1,67000,"IDOTRR","1Fam","1Story","TA","Y","RM"
8125,1550,1092,2006,2,241000,"Somerst","1Fam","2Story","Gd","Y","FV"
14963,1288,1260,1996,2,245500,"Veenker","TwnhsE","1Story","Gd","Y","RL"
8767,1310,1310,2005,2,164990,"CollgCr","1Fam","1Story","Gd","Y","RL"
10200,672,672,1940,1,108000,"Sawyer","1Fam","1Story","TA","Y","RL"
12090,2263,1141,1998,2,258000,"NoRidge","1Fam","2Story","Gd","Y","RL"
10364,1572,806,1995,2,168000,"Gilbert","1Fam","2Story","TA","Y","RL"
9991,1620,1281,1976,2,150000,"Sawyer","1Fam","1Story","TA","Y","RL"
10480,1639,1064,1936,1,115000,"SWISU","1Fam","1.5Fin","TA","Y","RL"
15576,1680,840,1915,1,177000,"Crawfor","1Fam","2Story","TA","Y","RL"
14154,2172,1063,2006,3,280000,"NridgHt","1Fam","2Story","Gd","Y","RL"
10800,2078,1034,2007,3,339750,"Somerst","1Fam","2Story","Gd","Y","FV"
9571,1276,1276,1958,1,60000,"Edwards","1Fam","1Story","TA","Y","RL"
34650,1056,1056,1955,2,145000,"Gilbert","2fmCon","1Story","TA","N","RL"
4403,1478,1470,2009,2,222000,"Somerst","1Fam","1Story","Ex","Y","FV"
8960,1028,1008,1927,2,115000,"OldTown","1Fam","1Story","TA","Y","RM"
11228,2097,1080,1993,3,228000,"SawyerW","1Fam","2Story","Gd","Y","RL"
8899,1340,1340,2007,2,181134,"Gilbert","1Fam","1Story","Gd","Y","RL"
7844,1400,672,1978,2,149500,"Sawyer","1Fam","2Story","TA","Y","RL"
22420,2624,1370,1918,3,239000,"Crawfor","1Fam","2Story","TA","N","RL"
8160,1134,756,1940,1,126000,"Edwards","1Fam","1.5Fin","TA","N","RL"
8450,1056,1056,1968,1,142000,"NAmes","1Fam","1Story","TA","Y","RL"
7060,1344,1344,1997,4,206300,"Mitchel","Duplex","SFoyer","TA","Y","RM"
16635,1602,1602,1977,2,215000,"NWAmes","1Fam","1Story","Gd","Y","RL"
21750,988,988,1954,2,113000,"Mitchel","1Fam","1Story","TA","Y","RL"
9200,2630,1470,1998,3,315000,"NoRidge","1Fam","2Story","Gd","Y","RL"
9000,1196,1196,1956,1,139000,"NAmes","1Fam","1Story","TA","Y","RL"
3378,1389,651,1946,1,135000,"OldTown","1Fam","2Story","TA","Y","RM"
12800,1644,1518,1989,2,275000,"SawyerW","1Fam","SLvl","Gd","Y","RL"
8593,907,907,1957,1,109008,"NAmes","1Fam","1Story","TA","Y","RL"
6762,1208,1208,2007,2,195400,"CollgCr","1Fam","1Story","Gd","Y","RL"
11457,1412,1392,1988,2,175000,"Timber","1Fam","1Story","TA","Y","RL"
1680,987,483,1971,1,85400,"BrDale","Twnhs","2Story","TA","Y","RM"
5586,1198,901,1920,0,79900,"OldTown","1Fam","1.5Fin","TA","Y","RM"
1920,1365,765,1971,2,122500,"BrDale","TwnhsE","2Story","TA","Y","RM"
10839,1604,926,1997,2,181000,"Gilbert","1Fam","2Story","TA","Y","RL"
1890,630,630,1972,0,81000,"MeadowV","Twnhs","SFoyer","TA","Y","RM"
10667,1661,799,1996,2,212000,"CollgCr","1Fam","2Story","Gd","Y","RL"
4400,1118,648,1920,2,116000,"OldTown","1Fam","1.5Fin","TA","Y","RM"
6000,904,884,1926,1,119000,"BrkSide","1Fam","1.5Unf","Gd","Y","RM"
4280,694,440,1913,1,90350,"Crawfor","1Fam","1Story","TA","N","RL"
12354,1196,684,1920,2,110000,"Edwards","1Fam","1.5Fin","TA","Y","RL"
15431,2402,3094,2008,3,555000,"NridgHt","1Fam","1Story","Ex","Y","RL"
12108,1440,1440,1955,0,118000,"Edwards","Duplex","1Story","TA","N","RL"
6240,1573,1078,1930,2,162900,"BrkSide","1Fam","1.5Fin","TA","Y","RM"
3922,1258,1258,2006,3,172500,"Blmngtn","TwnhsE","1Story","Gd","Y","RL"
8750,1908,915,1994,2,210000,"CollgCr","1Fam","2Story","Gd","Y","RL"
9855,1689,1436,1956,2,127500,"Edwards","1Fam","1Story","TA","Y","RL"
16492,1888,1517,1966,2,190000,"NAmes","1Fam","1Story","Gd","Y","RL"
11214,1886,930,1998,2,199900,"Gilbert","1Fam","2Story","Gd","Y","RL"
8600,1376,780,1937,1,119500,"IDOTRR","1Fam","1.5Fin","TA","Y","RM"
6000,1183,649,1948,1,120000,"OldTown","1Fam","1.5Fin","TA","Y","RM"
5684,813,813,1930,1,110000,"OldTown","1Fam","1Story","TA","Y","RM"
70761,1533,1533,1975,2,280000,"ClearCr","1Fam","1Story","TA","Y","RL"
9303,1756,872,1996,2,204000,"Timber","1Fam","2Story","Gd","Y","RL"
9000,1590,768,2008,2,210000,"Somerst","1Fam","2Story","Gd","Y","FV"
9297,1728,1728,1976,2,188000,"Mitchel","Duplex","1Story","TA","Y","RL"
9600,1242,1242,1973,2,175500,"NWAmes","1Fam","1Story","TA","Y","RL"
4571,1344,624,1916,3,98000,"OldTown","1Fam","2Story","TA","N","RM"
53227,1663,1364,1954,2,256000,"ClearCr","1Fam","1Story","TA","Y","RL"
5100,1666,588,1925,1,161000,"OldTown","1Fam","2Story","TA","Y","RM"
7015,1203,709,1950,1,110000,"BrkSide","1Fam","1.5Fin","TA","Y","RL"
8004,1935,832,2009,2,263435,"Somerst","1Fam","2Story","Gd","Y","FV"
7200,1135,560,1936,2,155000,"SWISU","1Fam","2Story","Gd","Y","RL"
8281,864,864,1965,1,62383,"Sawyer","1Fam","1Story","TA","Y","RL"
11988,1660,715,1934,1,188700,"Crawfor","1Fam","2Story","TA","Y","RL"
8430,1040,1040,1978,0,124000,"CollgCr","1Fam","1Story","TA","Y","RL"
3072,1414,1375,2004,2,178740,"Blmngtn","TwnhsE","1Story","Gd","Y","RM"
10628,1277,1277,1970,2,167000,"NAmes","1Fam","1Story","TA","Y","RL"
9480,1644,728,1942,1,146500,"NAmes","1Fam","2Story","TA","Y","RL"
11428,1634,1626,2006,3,250000,"NridgHt","1Fam","1Story","Gd","Y","RL"
9291,1710,832,1993,2,187000,"SawyerW","1Fam","2Story","Gd","Y","RL"
6820,1502,1488,1985,2,212000,"StoneBr","TwnhsE","1Story","Gd","Y","RL"
11952,1969,808,1977,2,190000,"NWAmes","1Fam","2Story","TA","Y","RL"
3675,1072,547,2005,2,148000,"Edwards","TwnhsE","SLvl","TA","Y","RM"
14977,1976,1976,2006,3,440000,"NridgHt","1Fam","1Story","Gd","Y","RL"
5330,1652,1494,2000,2,251000,"StoneBr","TwnhsE","1Story","Gd","Y","RL"
8480,970,970,1963,2,132500,"Sawyer","1Fam","1Story","TA","Y","RL"
13125,1493,1478,1997,2,208900,"CollgCr","1Fam","1Story","TA","Y","RL"
13693,2643,2153,2006,3,380000,"NridgHt","1Fam","2Story","Ex","Y","RL"
10637,1718,1705,2007,3,297000,"CollgCr","1Fam","1Story","Gd","Y","RL"
5925,1131,907,1937,2,89471,"OldTown","1Fam","1Story","TA","Y","RM"
16033,1850,1833,2004,3,326000,"NridgHt","1Fam","1Story","Gd","Y","RL"
11846,1792,1792,2003,3,374000,"NridgHt","1Fam","1Story","Gd","Y","RL"
2500,1826,910,1915,1,155000,"OldTown","1Fam","2Story","Gd","Y","RM"
4500,1216,1216,1998,2,164000,"Mitchel","Twnhs","1Story","TA","Y","RM"
7758,999,999,1962,1,132500,"Sawyer","1Fam","1Story","TA","Y","RL"
9600,1113,1113,1950,1,147000,"NAmes","1Fam","1Story","Gd","Y","RL"
10289,1073,1073,1965,2,156000,"NAmes","1Fam","1Story","TA","Y","RL"
12243,1484,1484,1971,2,175000,"NWAmes","1Fam","1Story","TA","Y","RL"
10800,2414,954,1900,2,160000,"OldTown","2fmCon","1.5Fin","TA","N","RL"
1526,630,630,1970,1,86000,"MeadowV","Twnhs","SFoyer","TA","Y","RM"
2665,1304,264,1976,1,115000,"MeadowV","TwnhsE","2Story","TA","Y","RM"
9490,1578,806,1941,1,133000,"NAmes","1Fam","1.5Fin","TA","Y","RL"
15578,1456,728,2006,2,172785,"Gilbert","1Fam","2Story","Gd","Y","RL"
7931,1269,1269,1960,1,155000,"NAmes","1Fam","1Story","TA","Y","RL"
5784,886,190,1938,1,91300,"OldTown","1Fam","1Story","TA","Y","RM"
7879,720,720,1920,0,34900,"IDOTRR","1Fam","1Story","TA","N","C (all)"
12692,3228,3200,1992,2,430000,"NoRidge","1Fam","1Story","Gd","Y","RL"
9120,1820,1026,1925,1,184000,"BrkSide","1Fam","1.5Fin","TA","Y","RL"
7800,899,864,1967,1,130000,"Sawyer","1Fam","1Story","TA","Y","RL"
7535,912,912,1958,1,120000,"NAmes","1Fam","1Story","TA","Y","RL"
1890,1218,672,1973,1,113000,"BrDale","Twnhs","2Story","TA","Y","RM"
9803,1768,866,2005,2,226700,"Somerst","1Fam","2Story","Gd","Y","FV"
9170,1214,1214,1965,2,140000,"Edwards","1Fam","1Story","TA","Y","RL"
15602,1801,1501,1959,2,289000,"Crawfor","1Fam","1Story","TA","Y","RL"
2308,1322,855,1974,2,147000,"NPkVill","TwnhsE","2Story","TA","Y","RL"
7596,1960,960,1952,2,124500,"OldTown","Duplex","2Story","TA","Y","RM"
9554,1911,777,1993,2,215000,"SawyerW","1Fam","2Story","Gd","Y","RL"
7862,1218,1218,2009,2,208300,"Somerst","1Fam","1Story","Gd","Y","FV"
9600,1378,689,1928,2,161000,"OldTown","1Fam","2Story","TA","Y","RM"
9600,1041,1041,1959,1,124500,"NAmes","1Fam","1Story","TA","Y","RL"
14559,1363,1008,1951,1,164900,"NAmes","1Fam","1Story","Gd","Y","RL"
6792,1368,1368,2005,2,202665,"NridgHt","TwnhsE","1Story","Gd","Y","RL"
9100,864,864,1958,2,129900,"NAmes","1Fam","1Story","TA","Y","RL"
9187,1080,1084,1983,2,134000,"Mitchel","1Fam","1Story","TA","Y","RL"
10594,789,768,1926,1,96500,"Crawfor","1Fam","1.5Unf","TA","N","RL"
12220,2020,2006,2009,3,402861,"NridgHt","1Fam","1Story","Ex","Y","RL"
10448,2119,689,1972,2,158000,"NWAmes","1Fam","SLvl","TA","Y","RL"
10208,2344,1264,1996,3,265000,"NoRidge","1Fam","2Story","Gd","Y","RL"
9531,1796,794,1998,2,211000,"CollgCr","1Fam","2Story","TA","Y","RL"
10918,2080,1276,1926,1,234000,"Crawfor","1Fam","2Story","Gd","Y","RL"
10800,1294,0,1900,0,106250,"OldTown","2fmCon","2Story","TA","N","RL"
11988,1244,1244,1957,1,150000,"NAmes","1Fam","1Story","TA","Y","RL"
5000,1664,1004,1947,2,159000,"BrkSide","1Fam","1.5Fin","TA","Y","RM"
40094,4676,3138,2007,3,184750,"Edwards","1Fam","2Story","Ex","Y","RL"
11787,2398,1379,1996,3,315750,"NoRidge","1Fam","2Story","Gd","Y","RL"
7500,1266,1257,2005,2,176000,"Somerst","1Fam","1Story","Gd","Y","FV"
13300,928,928,1956,1,132000,"NAmes","1Fam","1Story","TA","Y","RL"
14948,2713,1452,2008,3,446261,"NridgHt","1Fam","2Story","Ex","Y","RL"
9098,605,528,1920,0,86000,"Edwards","1Fam","1Story","TA","Y","RL"
32668,2515,2035,1957,2,200624,"Crawfor","1Fam","1Story","Gd","Y","RL"
10200,1509,1461,1988,2,175000,"Timber","1Fam","SLvl","Gd","Y","RL"
6155,1362,611,1920,2,128000,"BrkSide","1Fam","2Story","TA","Y","RM"
7200,827,0,1955,1,107500,"NAmes","1Fam","1Story","TA","Y","RL"
5000,334,0,1946,0,39300,"BrkSide","1Fam","1Story","Fa","N","RL"
9056,1414,707,2004,2,178000,"Gilbert","1Fam","2Story","Gd","Y","RL"
7000,1347,1117,1910,0,107500,"Edwards","2fmCon","2Story","TA","Y","RL"
8924,1724,880,1998,2,188000,"CollgCr","1Fam","2Story","TA","Y","RL"
12735,864,864,1972,2,111250,"NAmes","1Fam","1Story","TA","Y","RL"
11553,1159,1051,1968,1,158000,"Sawyer","1Fam","1Story","TA","Y","RL"
11423,1601,1581,2001,2,272000,"CollgCr","1Fam","1Story","Gd","Y","RL"
14601,1838,1838,2006,3,315000,"Timber","1Fam","1Story","Ex","Y","RL"
11000,2285,969,2000,3,248000,"NoRidge","1Fam","2Story","Gd","Y","RL"
10140,1680,1650,1998,2,213250,"NWAmes","1Fam","1Story","Gd","Y","RL"
4058,767,723,1998,1,133000,"NAmes","TwnhsE","SFoyer","TA","Y","RH"
17104,1496,654,2006,2,179665,"Gilbert","1Fam","2Story","Gd","Y","RL"
13837,2183,1204,1988,3,229000,"NWAmes","1Fam","1.5Fin","Gd","Y","RL"
8737,1635,1065,1923,2,210000,"BrkSide","1Fam","1.5Fin","TA","Y","RL"
7244,768,768,1970,2,129500,"Mitchel","1Fam","SFoyer","TA","Y","RL"
8235,825,825,1955,2,125000,"OldTown","1Fam","1Story","TA","Y","RM"
9375,2094,912,2003,2,263000,"Somerst","1Fam","2Story","Gd","Y","FV"
4043,1069,1069,1977,2,140000,"NPkVill","TwnhsE","1Story","TA","Y","RL"
6000,928,928,1957,1,112500,"OldTown","1Fam","1Story","TA","Y","RM"
11146,1717,1709,2006,3,255500,"NridgHt","1Fam","1Story","Gd","Y","RL"
8777,1126,0,1949,2,108000,"Edwards","1Fam","1Story","TA","Y","RL"
10625,2046,998,2003,3,284000,"NridgHt","1Fam","2Story","Gd","Y","RL"
6380,1048,993,1922,1,113000,"BrkSide","1Fam","1.5Unf","TA","Y","RM"
14850,1092,1092,1957,1,141000,"NAmes","1Fam","1Story","TA","Y","RL"
11040,1336,637,1920,1,108000,"IDOTRR","1Fam","1.5Fin","TA","Y","C (all)"
21872,1446,729,1996,2,175000,"Gilbert","1Fam","2Story","TA","Y","RL"
3196,1557,1374,2003,2,234000,"Blmngtn","TwnhsE","1Story","Gd","Y","RL"
11341,1392,1392,1957,2,121500,"Sawyer","1Fam","1Story","TA","Y","RL"
10010,1389,1389,1974,2,170000,"Mitchel","1Fam","1Story","TA","Y","RL"
13907,996,996,1940,0,108000,"Edwards","1Fam","1Story","TA","Y","RL"
21780,1674,1163,1918,2,185000,"Edwards","1Fam","1.5Fin","TA","Y","RL"
13346,2295,1095,1992,2,268000,"NoRidge","1Fam","2Story","Gd","Y","RL"
6858,1647,806,1915,1,128000,"SWISU","1Fam","2Story","TA","N","RL"
11198,2504,1122,2005,3,325000,"StoneBr","1Fam","2Story","Gd","Y","RL"
10171,1535,1517,2004,2,214000,"NridgHt","1Fam","1Story","Gd","Y","RL"
12327,2132,1496,1983,2,316600,"SawyerW","1Fam","1.5Fin","Gd","Y","RL"
7032,943,943,1979,2,135960,"NAmes","Duplex","SFoyer","TA","Y","RL"
13101,1728,1728,1965,2,142600,"NAmes","Duplex","1Story","TA","Y","RL"
7332,864,864,1959,1,120000,"NAmes","1Fam","1Story","TA","Y","RL"
13159,1692,846,2009,2,224500,"Timber","1Fam","2Story","TA","Y","RL"
9967,1430,384,2000,2,170000,"Gilbert","1Fam","SLvl","TA","Y","RL"
10500,1109,372,1971,1,139000,"NAmes","1Fam","SLvl","TA","Y","RL"
8480,1216,832,1947,1,118500,"NAmes","1Fam","1.5Fin","TA","Y","RL"
6292,1477,861,1928,1,145000,"SWISU","1Fam","1.5Fin","TA","Y","RL"
11777,1320,1164,1966,2,164500,"Sawyer","1Fam","SLvl","TA","Y","RL"
3604,1392,689,2007,2,146000,"Somerst","TwnhsE","2Story","Gd","Y","FV"
12150,1795,1050,1954,1,131500,"OldTown","1Fam","1.5Fin","TA","N","RM"
14585,1429,1144,1960,2,181900,"NAmes","1Fam","1Story","TA","Y","RL"
