"LotArea","GrLivArea","TotalBsmtSF","YearBuilt","GarageCars","SalePrice","Neighborhood","BldgType","HouseStyle","ExterQual","CentralAir","MSZoning"
12704,2042,2042,2008,3,253293,"NridgHt","1Fam","1Story","Ex","Y","RL"
11841,816,816,1990,0,118500,"Edwards","Duplex","SFoyer","TA","Y","RL"
13500,2775,1237,1893,2,325000,"OldTown","1Fam","2.5Unf","Ex","Y","RM"
6120,1573,884,1935,1,133000,"BrkSide","1Fam","1.5Fin","TA","Y","RM"
11443,2028,1868,2005,3,369900,"Timber","1Fam","1Story","Gd","Y","RL"
10267,838,816,1918,1,130000,"BrkSide","1Fam","1Story","TA","Y","RL"
8740,860,840,1982,2,137000,"Sawyer","1Fam","SFoyer","TA","Y","RL"
25095,1473,1437,1968,1,143000,"ClearCr","1Fam","1Story","TA","Y","RL"
9100,935,742,1930,1,79500,"BrkSide","1Fam","1Story","TA","Y","RM"
8320,1582,770,2004,2,185900,"CollgCr","1Fam","2Story","Gd","Y","RL"
13478,2296,1722,2008,3,451950,"NridgHt","1Fam","2Story","Ex","Y","RL"
6600,816,816,1982,2,138000,"Mitchel","1Fam","1Story","TA","Y","RL"
4435,848,848,2003,2,140000,"CollgCr","TwnhsE","1Story","Gd","Y","RM"
7990,924,924,1975,1,110000,"CollgCr","1Fam","1Story","TA","Y","RL"
11302,1826,1814,2005,3,319000,"StoneBr","1Fam","1Story","Gd","Y","RL"
3600,1368,684,1910,1,114504,"OldTown","1Fam","2Story","TA","N","RM"
3922,1402,1258,2006,3,194201,"Blmngtn","TwnhsE","1Story","Gd","Y","RL"
12984,1647,1430,1977,2,217500,"Crawfor","1Fam","1Story","TA","Y","RL"
1950,1556,716,1980,2,151000,"Blueste","Twnhs","2Story","TA","Y","RM"
10927,1904,1058,2005,2,275000,"NridgHt","1Fam","2Story","Gd","Y","RL"
9000,1375,780,1937,1,141000,"IDOTRR","1Fam","1.5Fin","TA","Y","RM"
10041,1915,908,1992,2,220000,"SawyerW","1Fam","2Story","Gd","Y","RL"
3182,1200,600,2004,2,151000,"Somerst","TwnhsE","2Story","Gd","Y","FV"
12803,1494,1494,2002,2,221000,"CollgCr","1Fam","1Story","Gd","Y","RL"
13600,1986,768,1965,2,205000,"NAmes","1Fam","2Story","TA","Y","RL"
12464,1040,1040,1996,2,152000,"CollgCr","1Fam","1Story","TA","Y","RL"
7800,2008,896,1948,1,225000,"Edwards","1Fam","2Story","TA","Y","RL"
12168,3194,965,1934,2,359100,"Crawfor","1Fam","2Story","TA","Y","RL"
7943,1029,1029,1961,1,118500,"Sawyer","1Fam","1Story","TA","Y","RL"
11050,2153,1440,2000,3,313000,"CollgCr","1Fam","2Story","Gd","Y","RL"
10395,1032,1032,1978,2,148000,"NWAmes","1Fam","SLvl","TA","Y","RL"
11885,1872,1299,2001,2,261500,"CollgCr","1Fam","2Story","Gd","Y","RL"
8402,1120,1120,2007,0,147000,"Mitchel","1Fam","1Story","TA","Y","RL"
1491,630,630,1972,0,75500,"MeadowV","TwnhsE","SFoyer","TA","Y","RM"
8800,1054,936,1963,2,137500,"NAmes","1Fam","SFoyer","TA","Y","RL"
7861,1509,783,2002,2,183200,"Gilbert","1Fam","2Story","Gd","Y","RL"
7227,832,832,1954,2,105500,"NAmes","1Fam","1.5Unf","TA","Y","RL"
11694,1828,1822,2007,3,314813,"NridgHt","1Fam","1Story","Ex","Y","RL"
12244,2262,1482,2003,3,305000,"Timber","1Fam","2Story","Gd","Y","RL"
8248,864,864,1914,0,67000,"Edwards","1Fam","1Story","TA","N","RL"
10800,2614,1522,1974,2,240000,"NWAmes","1Fam","2Story","TA","Y","RL"
7064,980,980,1977,2,135000,"Sawyer","1Fam","1Story","TA","Y","RL"
2117,1512,756,2000,2,168500,"Somerst","TwnhsE","2Story","Gd","Y","FV"
10400,1790,732,1972,2,165150,"NWAmes","1Fam","2Story","TA","Y","RL"
10000,1116,1116,1962,2,160000,"NAmes","1Fam","1Story","TA","Y","RL"
12342,1422,978,1960,1,139900,"NAmes","1Fam","1Story","TA","Y","RL"
9600,1520,1156,1955,1,153000,"NAmes","1Fam","SLvl","TA","Y","RL"
11606,2080,1040,1969,2,135000,"NAmes","1Fam","2Story","TA","Y","RL"
9020,1350,1248,1964,2,168500,"NAmes","1Fam","SLvl","TA","Y","RL"
9000,1750,636,1880,1,124000,"OldTown","1Fam","2Story","TA","Y","RM"
4590,1554,1554,2006,2,209500,"NridgHt","Twnhs","1Story","Gd","Y","RL"
11900,1411,1386,1977,2,82500,"NWAmes","1Fam","1Story","TA","Y","RL"
9250,1056,1056,1954,1,139400,"NAmes","1Fam","1Story","TA","Y","RL"
6979,1056,1056,1980,2,144000,"OldTown","Duplex","SFoyer","TA","Y","RL"
10896,3395,1440,1914,0,200000,"SWISU","2fmCon","2.5Fin","Fa","Y","RH"
6120,800,264,1936,0,60000,"BrkSide","1Fam","1Story","Fa","N","RM"
6000,1387,811,1954,1,93000,"OldTown","2fmCon","1.5Fin","TA","Y","RM"
8777,796,796,1910,0,85000,"Edwards","1Fam","1Story","TA","Y","RL"
3982,1567,1520,2006,3,264561,"Blmngtn","TwnhsE","1Story","Gd","Y","RL"
12677,1518,1518,2003,2,274000,"NridgHt","TwnhsE","1Story","Ex","Y","RL"
7050,1929,1057,2001,2,226000,"Somerst","1Fam","2Story","Gd","Y","FV"
13860,2704,1952,1972,2,345000,"NAmes","1Fam","SLvl","Gd","Y","RL"
10793,1620,780,1969,2,152000,"NWAmes","1Fam","2Story","TA","Y","RL"
9187,1766,1766,2009,3,370878,"Somerst","1Fam","1Story","Ex","Y","FV"
10530,981,981,1971,2,143250,"NAmes","1Fam","1Story","TA","Y","RL"
7200,1048,0,1950,2,98300,"NAmes","1Fam","1Story","TA","Y","RL"
10452,1094,1094,1953,2,155000,"Edwards","1Fam","1Story","TA","Y","RL"
7700,1839,756,1966,2,155000,"NAmes","1Fam","2Story","TA","Y","RL"
1936,630,630,1970,0,84500,"MeadowV","Twnhs","SFoyer","TA","Y","RM"
8125,1665,813,2007,2,205950,"Somerst","1Fam","2Story","Gd","Y","FV"
9084,1510,755,1940,1,108000,"Edwards","1Fam","2Story","TA","Y","RL"
8750,1716,880,1996,2,191000,"CollgCr","1Fam","2Story","Gd","Y","RL"
10320,1469,756,1906,1,135000,"IDOTRR","1Fam","1.5Fin","TA","Y","RM"
10437,2113,2109,1995,3,350000,"NoRidge","1Fam","1Story","Gd","Y","RL"
1680,1092,525,1971,1,88000,"BrDale","Twnhs","2Story","TA","Y","RM"
10007,1053,1053,1959,1,145500,"NAmes","1Fam","1Story","Gd","Y","RL"
7200,1502,776,1931,1,149000,"Crawfor","1Fam","2Story","TA","Y","RL"
17503,1458,912,1948,1,97500,"NAmes","1Fam","1.5Fin","TA","Y","RL"
9937,1486,1486,1964,2,167000,"Edwards","1Fam","1Story","TA","Y","RL"
12384,1935,793,1976,2,197900,"NWAmes","1Fam","2Story","TA","Y","RL"
46589,2448,1629,1994,3,402000,"NoRidge","1Fam","2Story","Gd","Y","RL"
13560,1392,1392,1968,2,110000,"NAmes","1Fam","1Story","TA","Y","RL"
10012,1181,1138,1972,2,137500,"Edwards","1Fam","SFoyer","TA","Y","RL"
20896,2097,2077,2005,3,423000,"Somerst","1Fam","1Story","Gd","Y","RL"
11194,1936,1406,2000,2,230500,"Gilbert","1Fam","2Story","Gd","Y","RL"
18450,2380,1021,1965,2,129000,"NAmes","1Fam","2Story","TA","Y","RL"
8125,1679,1408,1994,2,193500,"SawyerW","1Fam","1Story","TA","Y","RL"
14175,1437,1188,1956,2,168000,"Sawyer","1Fam","1Story","TA","Y","RL"
11600,1180,700,1922,1,137500,"Crawfor","1Fam","1Story","TA","Y","RL"
8633,1476,738,2005,2,173500,"CollgCr","1Fam","2Story","Gd","Y","RL"
6629,1369,672,1925,1,103600,"Edwards","1Fam","2Story","TA","N","RH"
11250,1208,1208,1977,2,165000,"Veenker","1Fam","1Story","Gd","Y","RL"
14442,1839,1477,1957,2,257500,"Crawfor","1Fam","1Story","TA","Y","RL"
9200,1136,1136,1965,1,140000,"NAmes","1Fam","1Story","TA","Y","RL"
2289,1441,855,1978,2,148500,"NPkVill","Twnhs","2Story","TA","Y","RL"
9600,1774,1095,1900,3,87000,"OldTown","1Fam","2Story","TA","N","RM"
9022,792,768,1924,1,109500,"OldTown","1Fam","1Story","Gd","Y","RL"
11844,2046,2046,2008,3,372500,"StoneBr","1Fam","1Story","Gd","Y","RL"
9945,988,988,1961,2,128500,"Sawyer","1Fam","1Story","TA","Y","RL"
8012,923,923,1980,1,143000,"SawyerW","TwnhsE","1Story","TA","Y","RL"
4500,1520,793,1932,1,159434,"SWISU","1Fam","1.5Fin","TA","Y","RH"
2887,1291,1291,1996,2,173000,"ClearCr","1Fam","1Story","TA","Y","RL"
11248,1668,1626,2002,3,285000,"CollgCr","1Fam","1Story","Gd","Y","RL"
16770,1839,1195,1998,2,221000,"NoRidge","1Fam","2Story","Gd","Y","RL"
5062,2090,1190,1984,2,207500,"StoneBr","TwnhsE","2Story","Gd","Y","RL"
10207,1761,874,2007,2,227875,"Somerst","1Fam","2Story","Gd","Y","FV"
5105,1102,551,2004,2,148800,"Somerst","TwnhsE","2Story","Gd","Y","FV"
8089,1419,1419,2007,2,392000,"StoneBr","1Fam","1Story","Gd","Y","RL"
7577,1362,1362,2005,2,194700,"NridgHt","TwnhsE","1Story","Gd","Y","RL"
4426,848,848,2004,2,141000,"CollgCr","TwnhsE","1Story","Gd","Y","RM"
21535,4316,2444,1994,3,755000,"NoRidge","1Fam","2Story","Ex","Y","RL"
26178,2519,1210,1989,2,335000,"Timber","1Fam","2Story","Gd","Y","RL"
5400,1073,1073,1921,1,108480,"OldTown","1Fam","1Story","TA","Y","RL"
6120,1539,927,1936,2,141500,"BrkSide","1Fam","1.5Fin","TA","Y","RM"
13811,1137,1112,1987,2,176000,"Timber","1Fam","1Story","TA","Y","RL"
6000,616,616,1921,1,89000,"BrkSide","1Fam","1Story","TA","Y","RM"
6420,1148,980,1952,1,123500,"Edwards","1Fam","1Story","TA","Y","RL"
8450,894,894,1965,1,138500,"Sawyer","1Fam","1Story","TA","Y","RL"
4282,1391,1391,2004,2,196000,"Somerst","TwnhsE","1Story","Gd","Y","FV"
14331,1800,1800,2002,3,312500,"Timber","1Fam","1Story","Gd","Y","RL"
9600,1164,1164,1969,2,140000,"NWAmes","1Fam","1Story","TA","Y","RL"
12438,2576,1234,2006,3,361919,"StoneBr","1Fam","2Story","Ex","Y","RL"
7630,1812,360,1900,2,140000,"OldTown","2fmCon","2Story","TA","Y","RM"
8400,1484,1473,2004,2,213000,"CollgCr","1Fam","1Story","Gd","Y","RL"
5600,1092,0,1930,0,55000,"IDOTRR","2fmCon","2Story","Fa","N","RM"
115149,1824,1643,1971,2,302000,"ClearCr","1Fam","1Story","TA","Y","RL"
6240,1324,1324,2006,2,254000,"NridgHt","TwnhsE","1Story","Gd","Y","RL"
9018,1456,728,2007,2,179540,"Gilbert","1Fam","2Story","Gd","Y","RL"
7162,904,876,1966,1,109900,"Sawyer","1Fam","1Story","TA","Y","RL"
4130,729,270,1935,0,52000,"BrkSide","1Fam","1Story","Gd","Y","RL"
8712,1178,859,1900,1,102776,"IDOTRR","1Fam","1.5Fin","TA","Y","C (all)"
4671,1228,1228,1988,2,189000,"StoneBr","TwnhsE","1Story","Gd","Y","RL"
9873,960,960,1970,2,129000,"BrkSide","2fmCon","1Story","TA","N","RL"
13517,1479,725,1976,2,130500,"Sawyer","1Fam","2Story","Gd","Y","RL"
10140,1350,1064,1974,2,165000,"NWAmes","1Fam","1Story","TA","Y","RL"
10800,2554,718,1890,2,159500,"OldTown","1Fam","2Story","TA","Y","RM"
10000,1178,1176,1973,2,157000,"NWAmes","1Fam","1Story","TA","Y","RL"
10542,2418,1311,1993,3,341000,"NoRidge","1Fam","2Story","Gd","Y","RL"
9920,971,971,1969,1,128500,"CollgCr","1Fam","1Story","TA","Y","RL"
6563,1742,1742,1985,2,275000,"StoneBr","1Fam","1Story","Gd","Y","RL"
4426,848,848,2004,2,143000,"CollgCr","TwnhsE","1Story","Gd","Y","RM"
8120,864,864,1970,2,124500,"NAmes","1Fam","1Story","TA","Y","RL"
8172,1470,941,1954,1,135000,"Edwards","1Fam","1.5Fin","TA","Y","RL"
13286,1698,1698,2007,3,320000,"Edwards","1Fam","1Story","Ex","Y","RL"
6960,864,864,1970,2,120500,"NAmes","1Fam","1Story","TA","Y","RL"
21695,1680,880,1988,2,222000,"Crawfor","1Fam","1Story","Gd","Y","RL"
7314,1232,1232,2007,2,194500,"CollgCr","1Fam","1Story","Gd","Y","RL"
11475,1776,1584,1958,3,110000,"NAmes","Duplex","1Story","TA","Y","RL"
6240,1208,780,1925,2,103000,"IDOTRR","1Fam","1.5Fin","TA","Y","RM"
5389,1616,1595,1995,2,236500,"StoneBr","TwnhsE","1Story","Gd","Y","RL"
9590,1146,868,2003,2,187500,"Timber","1Fam","SLvl","Gd","Y","RL"
11404,2031,1153,1998,2,222500,"CollgCr","1Fam","2Story","Gd","Y","RL"
10000,1144,864,1961,1,131400,"Sawyer","1Fam","1Story","TA","Y","RL"
8978,948,948,1968,1,108000,"Sawyer","1Fam","1Story","TA","Y","RL"
10800,1768,880,1914,2,163000,"OldTown","1Fam","2.5Unf","TA","N","RM"
8544,1040,0,1950,2,93500,"NAmes","Duplex","1Story","TA","N","RL"
10463,1801,893,2005,3,239900,"Gilbert","1Fam","2Story","Gd","Y","RL"
10800,1200,1200,1987,0,179000,"Edwards","Duplex","1Story","TA","Y","RL"
9313,1728,864,2004,2,190000,"CollgCr","1Fam","2Story","Gd","Y","RL"
9600,1432,264,1910,2,132000,"OldTown","1Fam","2Story","TA","Y","RM"
6768,912,912,1961,1,142000,"Sawyer","1Fam","1Story","TA","Y","RL"
8450,1349,1349,2000,2,179000,"SawyerW","1Fam","1Story","TA","Y","RL"
12886,1464,520,1963,2,175000,"Sawyer","1Fam","SLvl","TA","Y","RL"
5395,1337,1337,1993,2,180000,"StoneBr","TwnhsE","1Story","Gd","Y","RL"
8963,2715,1142,1976,2,299800,"NWAmes","1Fam","2Story","Ex","Y","RL"
8795,2256,952,2000,2,236000,"Gilbert","1Fam","2Story","Gd","Y","RL"
11700,2640,1240,1880,4,265979,"OldTown","1Fam","2Story","Gd","N","RM"
10593,1720,1720,1996,2,260400,"NoRidge","1Fam","1Story","Gd","Y","RL"
8405,1529,0,1945,1,98000,"Edwards","1Fam","1.5Fin","TA","N","RL"
8800,1140,576,1910,0,96500,"OldTown","1Fam","1.5Fin","TA","Y","RM"
7750,1320,660,2003,2,162000,"Gilbert","1Fam","2Story","Gd","Y","RL"
9236,1494,1479,1997,2,217000,"CollgCr","1Fam","1Story","TA","Y","RL"
10240,2098,1030,2005,3,275500,"NridgHt","1Fam","2Story","Gd","Y","RL"
7930,1026,1026,1969,2,156000,"NAmes","1Fam","1Story","TA","Y","RL"
3230,1471,729,1999,2,172500,"Somerst","TwnhsE","2Story","TA","Y","FV"
10769,1768,866,2007,2,212000,"CollgCr","1Fam","2Story","Gd","Y","RL"
11616,1386,672,1978,2,158900,"Sawyer","1Fam","2Story","TA","Y","RL"
2280,1501,744,1999,2,179400,"Somerst","Twnhs","2Story","TA","Y","FV"
12257,2531,1318,1995,3,290000,"NoRidge","1Fam","2Story","Gd","Y","RL"
9100,864,864,1959,1,127500,"NAmes","1Fam","1Story","TA","Y","RL"
6911,1301,1145,1924,2,100000,"BrkSide","1Fam","1Story","TA","Y","RM"
8640,1547,756,2009,2,215200,"Somerst","1Fam","2Story","TA","Y","FV"
9430,2365,1252,1999,3,337000,"NoRidge","1Fam","2Story","Gd","Y","RL"
9549,1494,1494,1995,2,270000,"Veenker","TwnhsE","1Story","Gd","Y","RL"
14587,1506,1498,2008,2,264132,"Somerst","1Fam","1Story","Gd","Y","RL"
10421,1714,980,1988,2,196500,"NWAmes","1Fam","2Story","TA","Y","RL"
12508,1750,983,1940,1,160000,"Mitchel","1Fam","1.5Fin","TA","Y","RL"
9100,1836,1860,2004,2,216837,"CollgCr","1Fam","1Story","Gd","Y","RL"
53504,3279,1650,2003,3,538000,"StoneBr","1Fam","2Story","Ex","Y","RL"
7252,858,858,1982,2,134900,"Sawyer","1Fam","SFoyer","TA","Y","RL"
8877,1220,836,1951,2,102000,"Edwards","1Fam","1Story","TA","Y","RL"
7819,1117,1029,1976,2,107000,"Edwards","1Fam","SLvl","TA","Y","RL"
10150,912,912,1958,1,114500,"NAmes","1Fam","1Story","TA","Y","RL"
14226,1973,1935,2006,3,395000,"NridgHt","1Fam","1Story","Gd","Y","RL"
4500,1204,1204,1998,2,162000,"Mitchel","TwnhsE","1Story","TA","Y","RM"
11210,1614,1614,2005,3,221500,"CollgCr","1Fam","1Story","Gd","Y","RL"
13350,894,864,1974,2,142500,"Sawyer","1Fam","1Story","TA","Y","RL"
8400,2020,0,1977,2,144000,"SawyerW","Duplex","1Story","TA","Y","RH"
10530,1004,975,1977,2,135000,"Mitchel","Duplex","SFoyer","TA","Y","RL"
7875,1253,1237,1995,2,176000,"Gilbert","1Fam","1Story","TA","Y","RL"
7153,1603,761,1992,2,175900,"SawyerW","1Fam","2Story","Gd","Y","RL"
16285,1430,1413,2001,2,187100,"CollgCr","1Fam","1Story","Gd","Y","RL"
9101,1110,1097,1978,2,165500,"Mitchel","1Fam","SFoyer","TA","Y","RL"
6300,1484,742,1914,0,128000,"OldTown","1Fam","2.5Unf","TA","Y","RM"
9790,1342,1372,1967,2,161500,"NWAmes","1Fam","1Story","TA","Y","RL"
10800,1652,686,1915,1,139000,"OldTown","1Fam","1.5Fin","TA","Y","RM"
10142,2084,956,2004,2,233000,"SawyerW","1Fam","2Story","Gd","Y","RL"
6000,901,901,1954,1,107900,"OldTown","1Fam","1Story","TA","Y","RM"
12205,2087,832,1966,2,187500,"ClearCr","1Fam","2Story","TA","Y","RL"
3182,1145,1145,2005,2,160200,"Blmngtn","TwnhsE","1Story","Gd","Y","RL"
11333,1062,1029,1976,2,146800,"Mitchel","1Fam","SLvl","TA","Y","RL"
9920,2013,1117,1996,2,269790,"NoRidge","1Fam","2Story","Gd","Y","RL"
9158,1496,1496,2007,2,225000,"Somerst","1Fam","1Story","Gd","Y","RL"
10832,1895,712,1994,2,194500,"Gilbert","1Fam","2Story","Gd","Y","RL"
8400,1564,650,1980,2,171000,"SawyerW","1Fam","2Story","TA","Y","RL"
8197,1285,660,1977,2,143500,"Sawyer","1Fam","1Story","TA","Y","RL"
7677,773,773,1953,1,110000,"NAmes","1Fam","1Story","TA","Y","RL"
13518,3140,1926,2008,3,485000,"NridgHt","1Fam","2Story","Ex","Y","RL"
7200,1768,731,1937,1,175000,"SWISU","1Fam","1.5Fin","TA","Y","RL"
12798,1688,616,1997,2,200000,"ClearCr","1Fam","2Story","TA","Y","RL"
4800,1196,1196,1916,2,109900,"IDOTRR","1Fam","1Story","TA","Y","RM"
8199,1456,728,2005,2,189000,"CollgCr","1Fam","2Story","Gd","Y","RL"
13891,2822,1734,2008,3,582933,"NridgHt","1Fam","2Story","Ex","Y","RL"
9000,1128,936,1954,1,118000,"NAmes","1Fam","1Story","TA","Y","RL"
12274,1428,1417,2008,2,227680,"Somerst","1Fam","1Story","Gd","Y","RL"
9750,980,980,1967,1,135500,"NAmes","1Fam","SLvl","TA","Y","RL"
21384,1576,1324,1923,2,223500,"BrkSide","1Fam","2Story","TA","Y","RL"
13400,1086,1024,1966,2,159950,"NAmes","1Fam","SLvl","TA","Y","RL"
8100,2138,849,1898,2,106000,"OldTown","1Fam","2.5Unf","TA","N","RM"
10140,1309,1040,1974,2,181000,"NWAmes","1Fam","1Story","TA","Y","RL"
4438,848,848,2004,2,144500,"CollgCr","TwnhsE","1Story","Gd","Y","RM"
8712,1044,540,1952,2,55993,"IDOTRR","1Fam","1Story","Fa","N","C (all)"
9750,1442,1442,1958,1,157900,"NAmes","1Fam","1Story","TA","Y","RL"
8248,1250,686,1918,1,116000,"Edwards","1Fam","1.5Fin","TA","Y","RL"
12137,1661,1649,1998,2,224900,"CollgCr","1Fam","1Story","TA","Y","RL"
11425,1008,1008,1954,1,137000,"NAmes","1Fam","1Story","TA","Y","RL"
13265,1689,1568,2002,3,271000,"Mitchel","1Fam","1Story","Gd","Y","RL"
8816,1052,1010,1971,2,155000,"ClearCr","1Fam","SLvl","TA","Y","RL"
6371,1358,1358,2009,2,224000,"NridgHt","TwnhsE","1Story","Gd","Y","RL"
7226,1640,798,2003,2,183000,"CollgCr","1Fam","2Story","Gd","Y","RL"
6000,936,936,1953,2,93000,"OldTown","2fmCon","1Story","Fa","N","RM"
12394,1733,847,2003,2,225000,"Gilbert","1Fam","2Story","Gd","Y","RL"
9900,1489,778,1940,1,139500,"SWISU","1Fam","1.5Fin","TA","Y","RL"
11216,1489,1489,2006,2,232600,"Somerst","1Fam","1Story","Gd","Y","FV"
14803,2084,2078,2007,3,385000,"NridgHt","1Fam","1Story","Ex","Y","RL"
6130,784,784,1924,0,109500,"BrkSide","1Fam","1.5Unf","TA","Y","RM"
8529,1434,1454,2001,2,189000,"SawyerW","1Fam","1Story","Gd","Y","RL"
28698,2126,1013,1967,2,185000,"ClearCr","1Fam","2Story","TA","Y","RL"
2544,1223,600,2005,2,147400,"Somerst","Twnhs","2Story","Gd","Y","FV"
11900,1392,1392,1957,2,166000,"NAmes","1Fam","1Story","TA","Y","RL"
3180,1200,600,2005,2,151000,"Somerst","TwnhsE","2Story","TA","Y","FV"
9548,1829,941,2003,2,237000,"CollgCr","1Fam","2Story","Gd","Y","RL"
10004,1516,1516,1964,2,167000,"NAmes","1Fam","1Story","TA","Y","RL"
7875,1144,1144,1961,2,139950,"NAmes","1Fam","1Story","TA","Y","RL"
9600,1067,1067,1950,2,128000,"Sawyer","1Fam","1Story","TA","Y","RL"
8100,1559,1559,1948,2,153500,"OldTown","1Fam","1Story","TA","Y","RM"
1680,987,483,1973,1,100000,"BrDale","Twnhs","2Story","TA","Y","RM"
9525,1099,1099,1995,1,144000,"CollgCr","1Fam","1Story","TA","Y","RL"
11767,1200,768,1946,1,130500,"Edwards","1Fam","1.5Fin","TA","Y","RL"
12155,1482,672,1925,1,140000,"SWISU","1Fam","2Story","TA","N","RH"
10440,1539,650,1904,2,157500,"OldTown","1Fam","2Story","TA","Y","RM"
9020,1165,1127,1966,2,174900,"NAmes","1Fam","SLvl","TA","Y","RL"
8000,1800,1800,1961,0,141000,"NAmes","Duplex","1Story","TA","N","RL"
12665,1416,876,1915,3,153900,"OldTown","1Fam","1.5Fin","TA","Y","RM"
16647,1701,1390,1975,2,171000,"Sawyer","1Fam","SFoyer","TA","Y","RL"
9317,1775,740,1993,2,213000,"SawyerW","1Fam","2Story","Gd","Y","RL"
15523,864,864,1972,1,133500,"CollgCr","1Fam","1Story","TA","Y","RL"
45600,2358,907,1908,2,240000,"ClearCr","1Fam","1.5Fin","TA","Y","RL"
9600,1855,528,1976,2,187000,"Veenker","1Fam","SLvl","Gd","Y","RL"
4435,848,848,2003,2,131500,"CollgCr","TwnhsE","1Story","Gd","Y","RM"
3196,1456,1273,2003,2,215000,"Blmngtn","TwnhsE","1Story","Gd","Y","RL"
7128,1646,918,1941,1,164000,"Crawfor","1Fam","2.5Unf","TA","Y","RL"
12095,1445,1127,1964,2,158000,"NAmes","1Fam","SLvl","TA","Y","RL"
17920,1779,1763,1955,2,170000,"Sawyer","1Fam","1Story","TA","Y","RL"
6897,1040,1040,1962,1,127000,"Sawyer","1Fam","1Story","TA","Y","RL"
10970,1026,940,1978,2,147000,"CollgCr","1Fam","SLvl","TA","Y","RL"
8125,1481,702,1994,2,174000,"Gilbert","1Fam","2Story","TA","Y","RL"
10400,1370,1090,1976,2,152000,"NWAmes","1Fam","1Story","TA","Y","RL"
11029,2654,1054,1968,2,250000,"NWAmes","1Fam","2Story","TA","Y","RL"
7642,1426,912,1918,1,189950,"Crawfor","1Fam","1.5Fin","Gd","Y","RL"
11625,1039,1039,1965,2,131500,"Sawyer","2fmCon","1Story","TA","Y","RL"
9672,1097,1040,1984,2,152000,"SawyerW","1Fam","1Story","TA","Y","RL"
7931,1148,1148,1959,1,132500,"NAmes","1Fam","1Story","TA","Y","RL"
8640,1372,1372,2007,2,250580,"Somerst","1Fam","1Story","Gd","Y","FV"
8750,1002,1002,1970,2,148500,"NAmes","1Fam","1Story","TA","Y","RL"
10656,1646,1638,2006,3,248900,"Timber","1Fam","1Story","Gd","Y","RL"
6970,1120,1040,1961,2,129000,"Sawyer","1Fam","1Story","TA","Y","RL"
14762,2320,0,1948,2,169000,"Gilbert","1Fam","2Story","TA","Y","RL"
9938,1949,1050,1993,2,236000,"SawyerW","1Fam","2Story","Gd","Y","RL"
6600,894,894,1962,1,109500,"NAmes","1Fam","1Story","TA","N","RL"
8750,1682,804,1998,2,200500,"CollgCr","1Fam","2Story","TA","Y","RL"
8892,910,105,1953,2,116000,"NAmes","1Fam","1Story","Gd","Y","RL"
